"","Id","state","county","communityname","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","FTPolicePerPop","FTPoliceFieldPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","PctPolicOnPatr","GangUnitDeploy","PolicBudgPerPop"
"334",334,"34","37","Hopatcongborough",0.01,0.58,0.03,0.94,0.11,0.06,0.38,0.49,0.26,0.17,0.02,1,0.6,0.83,0.4,0.57,0.23,0.13,0.33,0.56,0.43,0.42,0.35,0,0.3,0.55,0.5,0,0.07,0.14,0.22,0.32,0.25,0.78,0.45,0.23,0.35,0.39,0.27,0.38,0.27,0.27,0.6,0.87,0.89,0.92,0.79,0.36,0.52,0,0.1,0.01,0.19,0.19,0.2,0.31,0.08,0.07,0.07,0.1,0.86,0.04,0.24,0.25,0.64,0.62,0.52,0.9,0.07,0.38,0.5,0.04,0.42,0.9,0.25,0.73,0.46,0.11,0,0.37,0.35,0.31,0.65,0.67,0.8,0.85,0.63,0.79,0.76,0,0,0.18,0.65,0.68,0.48,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.12,0.1,NA,NA,NA,NA,NA
"335",335,"40",NA,"Durantcity",0,0.34,0.02,0.76,0.05,0.03,0.62,0.62,0.56,0.6,0,0,0.05,0.2,0.85,0.31,0.65,0.68,0.45,0.1,0.14,0.15,0.07,0.13,0.14,0.21,0.14,0.03,0.78,0.49,0.54,0.38,0.71,0.22,0.3,0.65,0.49,0.39,0.55,0.45,0.63,0.63,0.37,0.48,0.46,0.45,0.43,0.55,0.38,0,0.1,0,0.22,0.22,0.56,0.68,0.02,0.02,0.04,0.05,0.96,0.03,0.14,0.12,0.3,0.29,0.35,0.42,0.14,0.6,0,0.04,0.44,0.44,0.19,0.65,0.54,0.94,0.39,0.03,0.04,0.05,0.06,0.09,0.07,0.11,0.72,0.42,0.29,0,0,0.04,0.61,0.43,0.48,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0,NA,NA,NA,NA,NA
"336",336,"48",NA,"Snydercity",0,0.5,0.08,0.61,0.01,0.51,0.49,0.46,0.3,0.44,0,0,0.2,0.42,0.63,0.35,0.51,0.31,0.41,0.21,0.18,0.23,0.14,0.1,0.11,0.15,0.21,0.02,0.49,0.52,0.63,0.16,0.51,0.35,0.1,0.44,0.42,0.28,0.34,0.25,0.38,0.38,0.57,0.74,0.69,0.64,0.59,0.33,0.28,0,0.15,0,0.33,0.37,0.49,0.5,0.06,0.06,0.07,0.07,0.6,0.22,0.33,0.32,0.51,0.48,0.55,0.64,0.32,0.56,0,0.04,0.32,0.66,0.23,0.69,0.4,0.57,0.36,0.03,0.03,0.05,0.11,0.14,0.18,0.18,0.23,0.35,0.5,0,0,0.08,0.88,0.55,0.65,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0.02,NA,NA,NA,NA,NA
"337",337,"9","3","WindsorLockstown",0,0.41,0.03,0.95,0.1,0.02,0.29,0.46,0.27,0.48,0.02,1,0.53,0.66,0.22,0.66,0.54,0.17,0.62,0.51,0.43,0.41,0.38,0,0.31,0.47,0.51,0,0.07,0.26,0.38,0.25,0.26,0.68,0.58,0.2,0.37,0.36,0.4,0.43,0.41,0.42,0.4,0.75,0.76,0.82,0.77,0.84,0.92,0,0.07,0.01,0.32,0.41,0.41,0.47,0.15,0.17,0.15,0.16,0.85,0.06,0.15,0.15,0.44,0.47,0.31,0.76,0.06,0.38,0.5,0.01,0.89,0.73,0.04,0.32,0.4,0.04,0,0.4,0.36,0.32,0.5,0.53,0.61,0.59,0.37,0.38,0.28,0,0.01,0.19,0.65,0.69,0.87,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.11,0.12,NA,NA,NA,NA,NA
"338",338,"6",NA,"Fremontcity",0.26,0.56,0.07,0.55,1,0.25,0.35,0.5,0.28,0.18,0.27,1,0.65,0.83,0.29,0.55,0.19,0.26,0.33,0.61,0.51,0.53,0.42,0.34,0.44,0.41,0.52,0.07,0.1,0.15,0.21,0.48,0.22,0.74,0.63,0.25,0.3,0.55,0.46,0.42,0.48,0.48,0.57,0.75,0.74,0.83,0.71,0.54,0.57,0.05,0.15,0.23,0.34,0.42,0.53,0.58,0.48,0.52,0.6,0.59,0.54,0.24,0.32,0.32,0.6,0.64,0.52,0.59,0.32,0.41,0.5,0.12,0.88,0.57,0.05,0.1,0.71,0.04,0.11,0.71,0.71,0.74,0.77,0.74,0.88,0.75,0.53,0.74,0.18,0.04,0.03,0.6,0.48,0.42,0.49,0.64,0.1,0.12,0.74,0.67,0.08,0.29,0.59,0.3,0.03,0.36,0.22,0.19,0.26,0.09,0.07,0.72,0.5,0.16
"339",339,"25","27","Leicestertown",0,0.59,0.02,0.97,0.04,0.02,0.56,0.54,0.43,0.35,0.01,0.53,0.47,0.65,0.55,0.47,0.5,0.21,0.42,0.48,0.37,0.35,0.2,0,0.12,0.43,0.37,0,0.09,0.22,0.36,0.29,0.33,0.63,0.4,0.51,0.41,0.44,0.31,0.47,0.32,0.33,0.58,0.79,0.8,0.9,0.68,0.51,0.74,0,0.09,0,0.72,0.61,0.57,0.51,0.15,0.11,0.09,0.08,0.92,0.04,0.24,0.24,0.58,0.66,0.29,0.78,0.06,0.37,0.5,0.01,0.83,0.71,0.27,0.84,0.38,0,0,0.31,0.29,0.28,0.32,0.42,0.48,0.41,0.35,0.48,0.33,0,0,0.08,0.88,0.75,0.89,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0.06,NA,NA,NA,NA,NA
"340",340,"46","65","Pierrecity",0,0.39,0,0.89,0.02,0.01,0.36,0.4,0.18,0.35,0,0,0.26,0.61,1,0.56,0.45,0.26,0.38,0.31,0.25,0.26,0,0.07,0.04,0.1,0.21,0.01,0.26,0.26,0.24,0.45,0.08,0.75,0.04,0.46,0.18,0.56,0.4,0.3,0.4,0.42,0.51,0.69,0.74,0.61,0.65,1,1,0.01,0.21,0,0,0,0.05,0.04,0,0,0,0,0.94,0.01,0.21,0.19,0.4,0.54,0.22,0.6,0.1,0.51,0.5,0.02,0.77,0.52,0.26,0.55,0.65,0.41,0.1,0.12,0.1,0.09,0.16,0.19,0.2,0.15,0.29,0.18,0.28,0,0,0.03,0.76,0.52,0.54,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0,NA,NA,NA,NA,NA
"341",341,"48",NA,"Terrellcity",0,0.62,0.71,0.37,0.05,0.13,0.46,0.48,0.32,0.48,0,0,0.17,0.37,0.16,0.22,0.57,0.55,0.46,0.16,0.15,0.23,0.15,0.21,0.09,0.18,0.22,0.02,0.62,0.47,0.65,0.21,0.69,0.29,0.32,0.64,0.43,0.35,0.68,0.47,0.68,0.71,0.62,0.4,0.36,0.35,0.22,0.7,0.66,0.02,0.66,0,0.49,0.73,0.67,0.82,0.16,0.21,0.18,0.2,0.85,0.14,0.49,0.45,0.56,0.46,0.72,0.5,0.37,0.52,0.5,0.03,0.49,0.56,0.37,0.59,0.5,0.94,0.13,0.06,0.06,0.08,0.12,0.2,0.24,0.25,0.84,0.51,0.58,0,0,0.14,0.83,0.57,0.67,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.01,NA,NA,NA,NA,NA
"342",342,"33","5","Keenecity",0.02,0.45,0.01,0.99,0.03,0.01,0.68,0.64,0.61,0.45,0,0,0.32,0.58,0.31,0.61,0.51,0.21,0.49,0.36,0.31,0.3,0.04,0.09,0.29,0.28,0.33,0.01,0.2,0.21,0.27,0.46,0.4,0.55,0.45,0.51,0.39,0.44,0.42,0.55,0.46,0.47,0.38,0.62,0.67,0.65,0.72,0.63,0.71,0.01,0.14,0,0.17,0.37,0.38,0.37,0.03,0.06,0.06,0.05,0.93,0.03,0.12,0.11,0.36,0.46,0.25,0.54,0.06,0.53,0.5,0.02,0.81,0.49,0.03,0.31,0.31,0.27,0.19,0.27,0.26,0.26,0.37,0.44,0.5,0.43,0.69,0.61,0.75,0,0,0.07,0.46,0.46,0.52,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.05,0,NA,NA,NA,NA,NA
"343",343,"13",NA,"Lawrencevillecity",0.01,0.47,0.11,0.88,0.11,0.03,0.37,0.54,0.29,0.23,0.03,1,0.38,0.73,0.19,0.34,0.28,0.23,0.25,0.39,0.32,0.32,0.23,0.33,0.28,0.22,0.26,0.01,0.22,0.28,0.42,0.33,0.23,0.7,0.3,0.2,0.41,0.37,0.58,0.28,0.65,0.64,0.5,0.66,0.67,0.76,0.62,0.51,0.65,0.01,0.17,0,0.53,0.62,0.52,0.72,0.11,0.11,0.09,0.11,0.93,0.1,0.17,0.17,0.51,0.55,0.47,0.49,0.13,0.45,0.5,0.02,0.71,0.48,0.06,0.29,0.88,0.37,0.14,0.2,0.19,0.19,0.38,0.36,0.36,0.41,0.41,0.5,0.29,0.01,0,0.08,0.52,0.24,0.32,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,0.01,NA,NA,NA,NA,NA
"344",344,"48",NA,"CorpusChristicity",0.4,0.56,0.09,0.64,0.06,0.94,0.48,0.52,0.32,0.31,0.41,1,0.23,0.58,0.36,0.33,0.39,0.42,0.41,0.24,0.23,0.25,0.2,0.22,0.29,0.24,0.27,0.46,0.53,0.52,0.5,0.27,0.54,0.45,0.19,0.45,0.31,0.37,0.6,0.39,0.63,0.64,0.66,0.58,0.54,0.6,0.56,0.4,0.38,0.13,0.22,0.09,0.17,0.21,0.27,0.37,0.06,0.07,0.08,0.1,0.27,0.35,0.46,0.43,0.59,0.63,0.54,0.48,0.43,0.56,0,0.57,0.55,0.47,0.57,0.5,0.6,0.55,0.43,0.09,0.09,0.1,0.2,0.22,0.26,0.22,0.45,0.46,0.35,0.06,0.03,0.15,0.77,0.51,0.73,0.79,0.11,0.14,1,0.27,0.1,1,0.15,0.81,0.08,0.36,0.39,0.16,0.1,0.21,0.07,0.78,1,0.09
"345",345,"18",NA,"Logansportcity",0.01,0.33,0.02,0.98,0.01,0.01,0.42,0.45,0.27,0.59,0,0,0.15,0.43,0.13,0.41,0.64,0.37,0.56,0.19,0.17,0.17,0.12,0.07,0.41,0.06,0.22,0.02,0.42,0.32,0.52,0.09,0.65,0.38,0.78,0.38,0.74,0.18,0.72,0.31,0.72,0.76,0.4,0.47,0.51,0.51,0.31,0.8,0.76,0,0.11,0,0.15,0.11,0.22,0.19,0.01,0.01,0.01,0.01,0.98,0.01,0.18,0.16,0.33,0.34,0.34,0.56,0.05,0.53,0.5,0.02,0.74,0.56,0.19,0.67,0,0.52,0.2,0.03,0.02,0.02,0.1,0.12,0.11,0.13,0.33,0.14,0.29,0,0.01,0.02,0.9,0.66,0.82,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.22,0.01,NA,NA,NA,NA,NA
"346",346,"48",NA,"Herefordcity",0.01,0.66,0.04,0.54,0.01,0.96,0.54,0.53,0.32,0.35,0,0,0.16,0.54,1,0.28,0.48,0.51,0.14,0.15,0.13,0.18,0.15,0.14,0.09,0.15,0.17,0.04,0.74,0.88,0.77,0.17,0.5,0.41,0.37,0.33,0.53,0.23,0.36,0.27,0.43,0.41,0.75,0.67,0.62,0.71,0.6,0.4,0.25,0.01,0.16,0.01,0.29,0.31,0.45,0.44,0.17,0.16,0.21,0.19,0.18,0.57,0.63,0.62,0.69,0.64,0.75,0.57,0.62,0.49,0.5,0.03,0.53,0.6,0.32,0.54,0.56,1,0.07,0.05,0.05,0.06,0.1,0.15,0.16,0.15,0.37,0.25,0.29,0.02,0,0.24,0.76,0.54,0.73,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.22,0,NA,NA,NA,NA,NA
"347",347,"6",NA,"EastPaloAltocity",0.02,0.81,0.84,0,0.59,0.67,0.51,0.66,0.43,0.15,0.04,1,0.29,0.72,0.14,0.23,0.29,0.81,0.29,0.26,0.16,0.19,0.27,0.17,0.23,0.22,0.23,0.04,0.46,0.73,0.7,0.24,0.72,0.49,0.45,0.53,0.44,0.27,0.63,0.79,0.8,0.74,1,0.26,0.27,0.42,0.47,0.66,0.58,0.04,0.84,0.05,0.49,0.65,0.71,0.75,1,1,1,1,0.29,0.95,1,1,0.86,0.96,0.78,0.27,1,0.79,0,0.02,0.8,0.27,0.79,0.46,0.4,0.28,0.28,0.41,0.4,0.37,0.5,0.5,0.56,0.49,0.73,0.65,0.39,0.03,0.15,0.89,0.38,0.51,0.57,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.77,0.47,NA,NA,NA,NA,NA
"348",348,"1",NA,"Daphnecity",0,0.39,0.31,0.75,0.02,0.02,0.35,0.43,0.22,0.33,0,0,0.43,0.71,0.43,0.54,0.34,0.08,0.48,0.45,0.42,0.46,0.22,0.43,0.76,0,0.53,0.01,0.18,0.11,0.17,0.57,0.22,0.56,0.28,0.42,0.21,0.6,0.47,0.25,0.48,0.49,0.4,0.74,0.74,0.81,0.55,0.64,0.53,0,0.14,0,0.2,0.43,0.41,0.35,0.02,0.03,0.03,0.02,0.99,0.01,0.14,0.14,0.42,0.48,0.27,0.7,0.08,0.34,0.5,0.02,0.61,0.66,0.02,0.53,0.85,0.17,0.28,0.16,0.15,0.15,0.3,0.3,0.33,0.3,0.15,0.31,0.24,0,0,0.03,0.6,0.46,0.4,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.08,0.01,NA,NA,NA,NA,NA
"349",349,"34","23","EastBrunswicktownship",0.05,0.58,0.04,0.82,0.56,0.05,0.39,0.44,0.28,0.27,0.07,1,0.78,0.78,0.15,0.74,0.33,0.11,0.44,0.74,0.66,0.66,0.58,0.35,0.43,0.48,0.78,0.01,0.04,0.14,0.18,0.67,0.2,0.68,0.38,0.54,0.2,0.72,0.16,0.38,0.21,0.19,0.58,0.92,0.91,0.94,0.8,0.39,0.5,0,0.05,0.04,0.28,0.34,0.42,0.44,0.27,0.29,0.32,0.32,0.69,0.13,0.21,0.23,0.64,0.66,0.37,0.87,0.07,0.32,0.5,0.02,0.9,0.84,0.08,0.46,0.6,0.01,0.24,0.47,0.49,0.5,0.77,0.68,0.84,0.67,0.47,0.53,0.56,0,0,0.41,0.45,0.72,0.66,0.57,0.19,0.23,0.4,0.51,0.04,0.04,0,0.06,0.01,0,0.06,0.16,0.56,0.04,0.01,0.77,0,0.14
"350",350,"47",NA,"Memphiscity",0.96,0.44,1,0.14,0.05,0.01,0.45,0.53,0.36,0.39,0.97,1,0.18,0.51,0.22,0.25,0.46,0.57,0.39,0.2,0.22,0.41,0.18,0.19,0.27,0.22,0.33,1,0.61,0.37,0.51,0.27,0.58,0.42,0.26,0.45,0.47,0.36,0.73,0.58,0.76,0.78,0.55,0.18,0.15,0.23,0.16,0.65,0.62,1,0.94,0.06,0.5,0.5,0.56,0.57,0.05,0.04,0.04,0.04,0.95,0.04,0.39,0.34,0.45,0.48,0.43,0.45,0.25,0.57,0,1,0.7,0.45,0.96,0.42,0.46,0.34,0.3,0.09,0.09,0.1,0.13,0.2,0.23,0.22,0.53,0.39,0.46,0.18,0.29,0.04,0.65,0.58,0.83,0.71,0.21,0.15,0.48,0.49,0.81,0,0,0.56,0.44,0.48,0.75,0.2,0.26,0.64,0.24,0.01,0.5,0.15
"351",351,"5",NA,"VanBurencity",0.01,0.51,0.03,0.92,0.13,0.03,0.47,0.52,0.31,0.38,0.02,1,0.16,0.48,0.22,0.25,0.46,0.34,0.34,0.15,0.15,0.14,0.16,0.1,0.11,0.99,0.31,0.02,0.49,0.57,0.62,0.14,0.47,0.42,0.64,0.3,0.65,0.23,0.54,0.21,0.64,0.63,0.49,0.57,0.6,0.72,0.56,0.65,0.63,0,0.12,0,0.52,0.45,0.79,0.84,0.08,0.06,0.09,0.09,0.95,0.04,0.22,0.23,0.51,0.51,0.52,0.6,0.18,0.41,0.5,0.02,0.73,0.61,0.21,0.49,0.75,0.64,0.21,0.07,0.05,0.07,0.09,0.13,0.12,0.11,0.38,0.48,0.39,0,0.01,0.06,0.7,0.42,0.5,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.08,0,NA,NA,NA,NA,NA
"352",352,"48",NA,"Alicecity",0.02,0.68,0.02,0.68,0.02,1,0.51,0.49,0.32,0.39,0,0,0.12,0.37,0.95,0.19,0.53,0.75,0.28,0.11,0.11,0.12,0.12,0.11,0.72,0.18,0.22,0.05,0.76,0.83,0.74,0.15,0.67,0.23,0.07,0.33,0.4,0.28,0.42,0.34,0.46,0.46,0.77,0.66,0.6,0.71,0.68,0.17,0.16,0.01,0.14,0,0.09,0.07,0.12,0.18,0.02,0.01,0.02,0.03,0,0.59,0.57,0.57,0.72,0.7,0.71,0.61,0.52,0.57,0,0.04,0.52,0.62,1,0.88,0.52,0.72,0.67,0.03,0.03,0.04,0.06,0.12,0.13,0.14,0.4,0.49,0.63,0,0,0.09,0.96,0.73,0.85,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0.01,NA,NA,NA,NA,NA
"353",353,"55","79","Greendalevillage",0.01,0.47,0,0.97,0.11,0.02,0.42,0.39,0.28,0.38,0.02,1,0.55,0.64,0.31,0.8,0.5,0.08,0.59,0.56,0.48,0.46,0.17,0.3,0.43,0.79,0.32,0,0.05,0.11,0.16,0.47,0.08,0.66,0.52,0.46,0.24,0.63,0.19,0.33,0.28,0.25,0.49,0.8,0.82,0.88,0.6,0.61,0.73,0,0.05,0,0.1,0.11,0.09,0.17,0.02,0.02,0.02,0.03,0.92,0.04,0.14,0.15,0.52,0.6,0.29,0.73,0.03,0.27,0.5,0.01,0.91,0.67,0,0.75,0.56,0,0,0.22,0.2,0.2,0.4,0.42,0.45,0.4,0.53,0.21,0.22,0,0,0.08,0.83,0.77,0.9,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.17,NA,NA,NA,NA,NA
"354",354,"23","5","Scarboroughtown",0,0.43,0,0.99,0.04,0,0.35,0.4,0.23,0.32,0.01,0.32,0.48,0.67,0.32,0.65,0.38,0.14,0.44,0.48,0.44,0.42,0.05,0,0.37,0,0.41,0,0.05,0.16,0.18,0.46,0.25,0.67,0.25,0.37,0.3,0.5,0.41,0.31,0.39,0.41,0.42,0.8,0.81,0.89,0.76,0.63,0.72,0,0.04,0,0,0.18,0.24,0.2,0,0.02,0.02,0.02,0.92,0.03,0.1,0.11,0.47,0.49,0.35,0.77,0.02,0.36,0.5,0.03,0.49,0.74,0.16,0.97,0.65,0.03,0.57,0.31,0.33,0.35,0.54,0.54,0.58,0.6,0.4,0.53,0.21,0,0,0.05,0.67,0.52,0.66,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,0.02,NA,NA,NA,NA,NA
"355",355,"6",NA,"SealBeachcity",0.02,0.04,0.02,0.91,0.26,0.09,0.13,0.23,0.13,1,0.04,1,0.35,0,0.27,0.78,1,0.16,1,0.55,0.71,0.68,0.54,0.26,0.68,0.45,0.65,0.01,0.11,0.14,0.22,0.51,0.12,0.21,0.37,0.56,0.12,0.78,0.54,0.35,0.44,0.5,0.14,0.76,0.79,0.76,0.67,0.32,0.51,0,0.04,0.02,0.27,0.27,0.29,0.27,0.18,0.16,0.16,0.14,0.84,0.07,0.04,0.02,0.04,0,0.19,0.69,0.06,0.83,0,0.05,0.72,0.73,0.01,0.43,0.54,0.03,0,0.9,0.98,0.97,0.76,0.81,1,0.78,0.38,0.54,0.25,0,0,0.29,0.33,0.62,0.49,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.18,0.06,NA,NA,NA,NA,NA
"356",356,"48",NA,"Planocity",0.19,0.57,0.08,0.83,0.25,0.11,0.44,0.48,0.26,0.06,0.2,1,0.7,0.92,0.35,0.65,0.08,0.05,0.13,0.67,0.57,0.58,0.35,0.31,0.43,0.31,0.38,0.04,0.07,0.08,0.09,0.76,0.12,0.82,0.41,0.28,0.11,0.72,0.3,0.29,0.41,0.37,0.58,0.85,0.87,0.87,0.78,0.45,0.44,0.02,0.08,0.06,0.41,0.5,0.62,0.67,0.21,0.23,0.26,0.26,0.82,0.14,0.18,0.21,0.62,0.69,0.44,0.69,0.12,0.23,0.5,0.16,0.75,0.65,0.06,0.46,0.88,0.11,0.08,0.25,0.26,0.28,0.48,0.46,0.55,0.49,0.31,0.54,0.26,0,0,0.22,0.35,0.34,0.22,0.35,0.08,0.12,0.85,0.92,0.06,0.06,0,0.08,0.01,0.07,0.19,0.16,0.07,0.06,0.03,0.99,0,0.08
"357",357,"40",NA,"DelCitycity",0.02,0.41,0.21,0.72,0.11,0.05,0.46,0.48,0.31,0.38,0.04,1,0.23,0.55,0.16,0.4,0.44,0.27,0.8,0.22,0.2,0.22,0.15,0.14,0.18,0.26,0.3,0.03,0.39,0.18,0.39,0.14,0.51,0.47,0.3,0.24,0.51,0.25,0.61,0.28,0.68,0.68,0.44,0.53,0.53,0.55,0.54,0.53,0.63,0.02,0.31,0,0.12,0.13,0.17,0.23,0.02,0.02,0.03,0.03,0.92,0.06,0.19,0.19,0.45,0.39,0.57,0.58,0.18,0.46,0.5,0.08,0.37,0.62,1,0.73,0.52,0.29,0.47,0.06,0.05,0.04,0.18,0.2,0.22,0.23,0.55,0.18,0.24,0,0,0.08,0.65,0.65,0.82,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.26,0.02,NA,NA,NA,NA,NA
"358",358,"44","3","EastGreenwichtown",0,0.45,0.01,0.97,0.08,0.01,0.39,0.34,0.24,0.36,0.01,0.66,0.65,0.62,0.08,0.74,0.43,0.22,0.54,0.71,0.72,0.7,0.28,0.86,0.68,0,0.49,0,0.11,0.09,0.15,0.72,0.21,0.57,0.39,0.51,0.14,0.71,0.33,0.36,0.3,0.32,0.52,0.81,0.87,0.73,0.86,0.11,0.25,0,0.11,0,0.13,0.2,0.19,0.24,0.04,0.05,0.05,0.06,0.89,0.04,0.15,0.15,0.48,0.6,0.12,0.8,0.03,0.33,0.5,0.01,0.84,0.7,0.21,0.48,0.54,0.05,0.28,0.51,0.61,0.69,0.33,0.44,0.53,0.41,0.6,0.54,0.43,0,0,0.13,0.54,0.63,0.54,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.1,NA,NA,NA,NA,NA
"359",359,"1",NA,"Athenscity",0.01,0.38,0.35,0.71,0.04,0.01,0.39,0.46,0.31,0.49,0,0,0.23,0.43,0.48,0.36,0.53,0.41,0.44,0.29,0.27,0.3,0.18,0.19,0.2,0,0.8,0.02,0.38,0.51,0.59,0.32,0.37,0.43,0.64,0.3,0.52,0.46,0.47,0.31,0.42,0.46,0.43,0.63,0.62,0.66,0.53,0.51,0.47,0.01,0.22,0,0.41,0.3,0.29,0.65,0.04,0.02,0.02,0.04,0.96,0.02,0.19,0.18,0.38,0.43,0.32,0.58,0.12,0.45,0.5,0.03,0.66,0.55,0.18,0.26,0.58,0.42,0.41,0.1,0.1,0.12,0.08,0.14,0.15,0.15,0.24,0.17,0.33,0,0,0.03,0.78,0.56,0.67,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.05,0,NA,NA,NA,NA,NA
"360",360,"12",NA,"PembrokePinescity",0.09,0.33,0.1,0.87,0.12,0.21,0.24,0.37,0.19,0.69,0.1,1,0.41,0.46,0.1,0.6,0.64,0.11,0.44,0.41,0.4,0.39,0.34,0.28,0.28,0.38,0.52,0.03,0.12,0.17,0.3,0.33,0.17,0.48,0.15,0.38,0.14,0.49,0.39,0.25,0.49,0.47,0.31,0.74,0.76,0.81,0.68,0.68,0.71,0.02,0.15,0.07,0.2,0.24,0.26,0.32,0.21,0.22,0.22,0.25,0.7,0.14,0.1,0.1,0.34,0.34,0.33,0.74,0.13,0.72,0,0.15,0.61,0.74,0.01,0.26,0.88,0.02,0.07,0.22,0.2,0.2,0.64,0.59,0.6,0.61,0.53,0.51,0.5,0,0,0.44,0.18,0.36,0.34,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.17,0.04,NA,NA,NA,NA,NA
"361",361,"55","31","Superiorcity",0.03,0.34,0.01,0.95,0.05,0.01,0.44,0.47,0.34,0.56,0.04,1,0.15,0.34,0.07,0.46,0.66,0.62,0.45,0.19,0.19,0.19,0.23,0.12,0.05,0.11,0.28,0.04,0.45,0.27,0.38,0.24,0.65,0.35,0.21,0.58,0.43,0.31,0.55,0.49,0.54,0.57,0.39,0.43,0.51,0.48,0.4,0.44,0.49,0.01,0.21,0,0.2,0.21,0.33,0.32,0.02,0.02,0.03,0.03,0.96,0.03,0.14,0.12,0.32,0.4,0.25,0.57,0.05,0.53,0.5,0.03,0.78,0.53,0.69,0.48,0,0.21,0.27,0.04,0.03,0.04,0.1,0.14,0.15,0.13,0.56,0.27,0.46,0.01,0,0.04,0.6,0.65,0.78,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.06,0.1,NA,NA,NA,NA,NA
