"","state","county","communityname","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","RentLowQ","RentMedian","RentHighQ","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","FTPolicePerPop","FTPoliceFieldPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","PctPolicOnPatr","GangUnitDeploy","PolicBudgPerPop","ViolentCrimesPerPop"
"705","34","25","Hazlettownship",0.02,0.66,0.02,0.93,0.21,0.07,0.43,0.44,0.3,0.36,0.03,1,0.64,0.73,0.14,0.61,0.49,0.14,0.59,0.62,0.42,0.4,0.54,0,0.42,0.69,0.58,0,0.05,0.2,0.35,0.28,0.3,0.61,0.28,0.36,0.31,0.37,0.17,0.4,0.23,0.21,0.69,0.91,0.87,0.95,0.89,0.39,0.5,0,0.07,0.01,0.07,0.12,0.2,0.23,0.04,0.05,0.08,0.08,0.84,0.05,0.33,0.36,0.71,0.74,0.26,0.94,0.05,0.25,0.5,0.01,0.95,0.9,0.2,0.47,0.5,0.04,0.05,0.45,0.41,0.36,0.21,0.25,0.68,0.27,0.83,0.54,0.44,0.02,0,0.21,0.54,0.89,0.77,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.33,0.67,NA,NA,NA,NA,NA,0.03
"706","13",NA,"Thomasvillecity",0.01,0.41,1,0.19,0.01,0.01,0.43,0.42,0.25,0.54,0,0,0.14,0.42,0.12,0.24,0.64,0.73,0.44,0.17,0.21,0.39,0.16,0.55,0.25,0.21,0.22,0.04,0.69,0.55,0.61,0.29,0.41,0.37,0.47,0.71,0.55,0.4,0.63,0.38,0.71,0.72,0.49,0.24,0.22,0.11,0.14,0.52,0.52,0.03,0.58,0,0,0.13,0.19,0.35,0,0.01,0.01,0.02,0.96,0.02,0.29,0.26,0.44,0.41,0.49,0.49,0.24,0.46,0.5,0.04,0.61,0.52,0.12,0.67,0.52,0.68,0.26,0.05,0.05,0.08,0.08,0.13,0.15,0.17,0.53,0.48,0.61,0,0,0.02,0.79,0.5,0.72,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.1,0,NA,NA,NA,NA,NA,0.24
"707","25","21","Sharontown",0.01,0.6,0.06,0.92,0.13,0.01,0.34,0.29,0.18,0.29,0.02,0.72,0.82,0.7,0.22,0.73,0.34,0.09,0.34,0.77,0.65,0.63,0.61,0.32,0.49,0,0.54,0,0.09,0.06,0.08,0.84,0.25,0.71,0.29,0.7,0.07,0.84,0.12,0.28,0.16,0.14,0.58,0.94,0.95,0.88,0.83,0.4,0.54,0,0.02,0.01,0.37,0.3,0.32,0.4,0.22,0.16,0.16,0.18,0.85,0.06,0.14,0.18,0.66,0.68,0.25,0.93,0.02,0.15,0.5,0,0.95,0.88,0.14,0.39,0.5,0.01,0,0.55,0.57,0.59,0.17,0.52,0.68,0.55,0.38,0.53,0.56,0,0,0.25,0.7,0.77,0.73,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.05,0.58,NA,NA,NA,NA,NA,0.05
"708","6",NA,"SanCarloscity",0.03,0.29,0.02,0.87,0.37,0.12,0.2,0.27,0.14,0.52,0.04,1,0.71,0.55,0.17,0.76,0.45,0.1,0.59,0.73,0.79,0.78,0.71,0.35,0.54,0.56,0.74,0.01,0.06,0.08,0.12,0.58,0.09,0.67,0.36,0.41,0.16,0.66,0.48,0.3,0.51,0.52,0.28,0.78,0.8,0.85,0.63,0.55,0.59,0,0.05,0.02,0.15,0.18,0.25,0.31,0.13,0.14,0.17,0.2,0.73,0.11,0.07,0.08,0.32,0.36,0.24,0.71,0.09,0.48,0.5,0.01,0.93,0.68,0.05,0.24,0.38,0.03,0,1,1,1,0.78,0.75,0.96,0.76,0.51,0.86,0.25,0,0,0.37,0.55,0.66,0.72,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.39,0.22,NA,NA,NA,NA,NA,0.08
"709","6",NA,"Portervillecity",0.03,0.66,0.02,0.47,0.4,0.65,0.48,0.5,0.31,0.4,0,0,0.17,0.36,0.42,0.3,0.55,1,0.48,0.17,0.15,0.21,0.13,0.19,0.15,0.17,0.21,0.07,0.71,0.79,0.69,0.18,0.89,0.24,0.21,0.59,0.38,0.32,0.51,0.48,0.64,0.61,0.69,0.44,0.46,0.41,0.48,0.39,0.35,0.03,0.45,0.03,0.46,0.55,0.56,0.63,0.54,0.55,0.51,0.53,0.43,0.68,0.64,0.6,0.64,0.54,0.76,0.39,0.65,0.58,0,0.02,0.82,0.45,0.16,0.31,0.71,0.37,0.25,0.15,0.13,0.13,0.23,0.25,0.25,0.27,0.72,0.54,0.31,0.07,0.02,0.49,0.56,0.38,0.65,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.22,0.02,NA,NA,NA,NA,NA,0.24
"710","55","79","Milwaukeecity",0.99,0.42,0.59,0.44,0.11,0.11,0.44,0.56,0.37,0.39,0.99,1,0.2,0.45,0.11,0.44,0.48,0.75,0.47,0.21,0.2,0.28,0.18,0.13,0.15,0.18,0.22,1,0.59,0.33,0.49,0.22,0.59,0.42,0.51,0.45,0.56,0.3,0.62,0.69,0.61,0.64,0.55,0.18,0.21,0.2,0.16,0.45,0.45,1,0.98,0.2,0.37,0.37,0.4,0.44,0.12,0.11,0.11,0.11,0.82,0.12,0.43,0.34,0.42,0.47,0.42,0.31,0.2,0.62,0,0.73,0.8,0.31,0.86,0.44,0.21,0.33,0.46,0.09,0.08,0.07,0.25,0.27,0.3,0.28,0.59,0.41,0.57,0.3,0.12,0.14,0.71,0.52,0.79,0.75,0.29,0.32,0.56,0.72,0.3,0.12,0,0.28,0.16,0.57,0.28,0.55,0.62,0.37,0.38,0.57,0.5,0.25,0.4
"711","34","23","HighlandParkborough",0.01,0.26,0.17,0.77,0.31,0.1,0.2,0.48,0.25,0.43,0.02,1,0.46,0.7,0.27,0.67,0.42,0.15,0.31,0.56,0.54,0.57,0.39,0.7,0.29,0.38,0.47,0.01,0.14,0.2,0.25,0.8,0.3,0.7,0.29,0.97,0.15,0.86,0.34,0.59,0.38,0.38,0.39,0.7,0.75,0.88,0.52,0.75,0.73,0,0.18,0.02,0.76,0.76,0.74,0.68,1,0.88,0.77,0.65,0.66,0.2,0.18,0.13,0.29,0.5,0.21,0.33,0.11,0.69,0,0.02,0.8,0.26,0.16,0.5,0.25,0.05,0.09,0.46,0.45,0.45,0.63,0.6,0.66,0.59,0.48,0.56,0.72,0,0,0.55,0.41,0.56,0.54,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,0.48,NA,NA,NA,NA,NA,0.04
"712","28",NA,"Tupelocity",0.03,0.42,0.47,0.62,0.01,0.01,0.41,0.48,0.29,0.38,0,0,0.27,0.62,0.34,0.34,0.4,0.31,0.29,0.3,0.31,0.37,0.17,0.16,0.45,0.49,0.31,0.03,0.33,0.27,0.41,0.34,0.25,0.58,0.6,0.39,0.53,0.44,0.55,0.32,0.6,0.6,0.47,0.53,0.52,0.54,0.6,0.69,0.67,0.02,0.35,0,0.09,0.21,0.35,0.68,0,0.01,0.01,0.02,0.98,0.02,0.19,0.18,0.44,0.47,0.4,0.54,0.13,0.44,0.5,0.03,0.81,0.53,0.12,0.51,0.63,0.41,0.16,0.11,0.11,0.12,0.12,0.17,0.18,0.18,0.28,0.25,0.35,0.01,0,0.01,0.79,0.49,0.64,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.05,0.01,NA,NA,NA,NA,NA,0.12
"713","45",NA,"Charlestoncity",0.11,0.42,0.81,0.35,0.05,0.01,0.57,0.65,0.55,0.41,0.13,1,0.22,0.54,0.22,0.37,0.46,0.4,0.48,0.27,0.31,0.46,0.2,0.2,0.21,0.17,0.38,0.15,0.57,0.32,0.4,0.47,0.3,0.46,0.15,0.64,0.24,0.51,0.49,0.74,0.54,0.54,0.49,0.32,0.29,0.4,0.32,0.65,0.64,0.14,0.85,0.01,0.54,0.48,0.46,0.48,0.09,0.07,0.06,0.06,0.93,0.04,0.31,0.24,0.36,0.44,0.34,0.37,0.19,0.59,0,0.19,0.57,0.35,0.68,0.77,0.52,0.3,0.34,0.16,0.18,0.25,0.18,0.27,0.29,0.29,0.62,0.5,0.46,0.1,0,0.07,0.67,0.42,0.59,0.53,0.32,0.41,0.77,0.46,0.78,0.07,0.07,0.6,0.02,0.03,0.12,0.15,0.33,0.17,0.03,0.92,0,0.19,0.53
"714","33","15","Derrytown",0.03,0.49,0.02,0.97,0.05,0.02,0.34,0.54,0.26,0.14,0,0,0.52,0.84,0.18,0.47,0.19,0.13,0.13,0.5,0.41,0.39,0.64,0.27,0.39,0.35,0.44,0.01,0.09,0.13,0.22,0.4,0.32,0.81,0.6,0.25,0.34,0.48,0.49,0.34,0.42,0.47,0.54,0.81,0.83,0.88,0.69,0.66,0.69,0,0.08,0.01,0.09,0.16,0.24,0.29,0.02,0.04,0.05,0.05,0.91,0.04,0.17,0.17,0.53,0.65,0.35,0.61,0.08,0.62,0,0.06,0.62,0.55,0.32,0.35,0.81,0.13,0.46,0.36,0.33,0.31,0.57,0.54,0.59,0.55,0.37,0.8,0.67,0,0,0.1,0.16,0.4,0.34,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.07,0.03,NA,NA,NA,NA,NA,0.09
"715","6",NA,"LaCanadaFlintridgecity",0.02,0.56,0.01,0.79,0.76,0.08,0.39,0.29,0.2,0.45,0.03,1,1,0.61,0.41,0.86,0.45,0.05,0.51,1,1,1,1,0,0.52,0.55,0.78,0,0.06,0.06,0.05,0.9,0.12,0.53,0.21,0.78,0.06,1,0.16,0.29,0.24,0.21,0.51,0.95,0.93,0.98,0.91,0.39,0.29,0,0.08,0.02,0.3,0.34,0.4,0.43,0.33,0.32,0.35,0.34,0.68,0.15,0.24,0.26,0.61,0.59,0.49,0.93,0.13,0.16,0.5,0.01,0.9,0.92,0.1,0.41,0.31,0,0,1,1,1,0.8,0.93,1,0.99,0.52,0.59,0.14,0,0,0.46,0.47,0.8,0.88,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.01,NA,NA,NA,NA,NA,0.83
"716","18",NA,"Hobartcity",0.02,0.46,0,0.98,0.01,0.09,0.41,0.43,0.25,0.46,0.03,1,0.38,0.56,0.24,0.53,0.59,0.15,0.71,0.39,0.32,0.31,0.47,0.18,0.63,0.32,0.36,0.01,0.12,0.2,0.36,0.17,0.28,0.5,0.56,0.31,0.47,0.31,0.39,0.31,0.39,0.4,0.49,0.75,0.76,0.88,0.74,0.49,0.48,0,0.05,0,0.08,0.11,0.1,0.12,0.02,0.02,0.02,0.02,0.88,0.07,0.23,0.23,0.5,0.53,0.35,0.78,0.09,0.4,0.5,0.01,0.92,0.74,0.27,0.56,0.38,0.12,0.07,0.09,0.08,0.08,0.3,0.29,0.3,0.31,0.37,0.08,0.39,0,0,0.08,0.72,0.74,0.84,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.12,0.12,NA,NA,NA,NA,NA,0.07
"717","35",NA,"Hobbscity",0.03,0.54,0.15,0.68,0.03,0.56,0.49,0.49,0.29,0.33,0,0,0.18,0.49,0.47,0.35,0.46,0.45,0.32,0.18,0.17,0.2,0.2,0.15,0.32,0.15,0.17,0.06,0.66,0.55,0.59,0.2,0.49,0.34,0.1,0.27,0.45,0.33,0.51,0.27,0.56,0.56,0.62,0.59,0.58,0.59,0.61,0.08,0,0.02,0.27,0.01,0.19,0.2,0.34,0.43,0.08,0.07,0.12,0.14,0.56,0.24,0.39,0.38,0.58,0.56,0.59,0.58,0.41,0.49,0.5,0.11,0.27,0.59,0.48,0.84,0.52,0.95,0.36,0.04,0.05,0.07,0.12,0.17,0.18,0.16,0.42,0.2,0.26,0.01,0,0.18,0.34,0.51,0.68,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.13,0.01,NA,NA,NA,NA,NA,0.54
"718","34","7","Camdencity",0.12,0.77,1,0,0.08,0.58,0.57,0.61,0.42,0.25,0.14,1,0.1,0.35,0.03,0.06,0.44,1,0.34,0.07,0.07,0.15,0.18,1,0.15,0.16,0.21,0.28,0.98,0.69,0.9,0.08,1,0.16,0.43,0.53,0.72,0.15,0.76,0.92,0.82,0.83,0.9,0,0,0,0,0.18,0.15,0.41,1,0.02,0.61,0.62,0.67,0.71,0.17,0.15,0.15,0.14,0.48,0.46,0.95,0.85,0.77,0.73,0.8,0.32,0.7,0.53,0.5,0.19,0.51,0.36,1,0.82,0.13,1,1,0.02,0.01,0.02,0.1,0.25,0.29,0.27,0.85,0.41,0.85,0.17,0.28,0.11,0.55,0.6,0.79,0.73,0.35,0.37,0.22,0.29,0.86,0.28,0.06,0.79,0.03,0.3,0.02,0.83,1,0.06,0.05,0.54,0.5,0.27,1
"719","6",NA,"Livermorecity",0.08,0.49,0.03,0.84,0.28,0.18,0.39,0.49,0.28,0.2,0.09,1,0.62,0.78,0.23,0.58,0.24,0.21,0.45,0.58,0.49,0.49,0.35,0.29,0.38,0.33,0.42,0.03,0.12,0.1,0.18,0.44,0.22,0.75,0.32,0.54,0.26,0.5,0.51,0.37,0.56,0.55,0.5,0.71,0.72,0.72,0.64,0.54,0.57,0.01,0.12,0.02,0.41,0.46,0.46,0.48,0.19,0.19,0.17,0.16,0.85,0.09,0.22,0.22,0.54,0.54,0.5,0.62,0.16,0.33,0.5,0.04,0.87,0.61,0.09,0.13,0.65,0.04,0.06,0.59,0.57,0.55,0.69,0.68,0.8,0.7,0.58,0.75,0.24,0.02,0,0.19,0.56,0.45,0.62,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.24,0.09,NA,NA,NA,NA,NA,0.13
"720","55","25","Fitchburgcity",0.01,0.33,0.09,0.9,0.08,0.03,0.29,0.73,0.44,0.08,0.02,0.97,0.39,0.9,0.31,0.63,0.09,0.12,0.07,0.43,0.43,0.43,0.23,0.18,0.28,0.17,0.18,0.01,0.13,0.08,0.1,0.61,0.05,0.91,0.22,0.57,0.19,0.57,0.55,0.67,0.43,0.5,0.39,0.69,0.76,0.78,0.54,0.71,0.76,0,0.15,0,0.47,0.49,0.57,0.59,0.11,0.1,0.1,0.1,0.94,0.03,0.09,0.07,0.32,0.63,0.2,0.33,0.06,0.66,0,0.01,0.85,0.23,0,0.16,0.75,0.04,0.26,0.22,0.21,0.21,0.44,0.39,0.38,0.34,0.24,0.5,0.22,0,0,0.09,0.72,0.25,0.53,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.04,0.17,NA,NA,NA,NA,NA,0.1
"721","39","61","Springdalecity",0,0.36,0.27,0.76,0.11,0.02,0.36,0.45,0.27,0.39,0.02,1,0.44,0.63,0.13,0.56,0.43,0.16,0.55,0.43,0.42,0.4,0.46,0,0.42,0.17,0.34,0,0.09,0.22,0.29,0.37,0.18,0.62,0.51,0.3,0.3,0.53,0.44,0.35,0.47,0.48,0.4,0.66,0.7,0.72,0.66,0.71,0.68,0,0.09,0,0.36,0.27,0.33,0.36,0.07,0.04,0.05,0.05,0.93,0.07,0.13,0.12,0.38,0.47,0.27,0.57,0.05,0.39,0.5,0.01,0.85,0.52,0.04,0.13,0.65,0.04,0.1,0.17,0.14,0.13,0.43,0.43,0.5,0.45,0.35,0.16,0.19,0,0,0.07,0.6,0.53,0.63,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.18,0.07,NA,NA,NA,NA,NA,0.12
"722","6",NA,"WestSacramentocity",0.03,0.42,0.05,0.56,0.56,0.45,0.37,0.43,0.26,0.43,0.05,0.99,0.19,0.34,0.4,0.27,0.51,0.94,0.53,0.21,0.22,0.26,0.21,0.17,0.16,0.24,0.29,0.05,0.49,0.48,0.59,0.12,0.62,0.32,0.19,0.25,0.58,0.22,0.89,0.42,0.83,0.89,0.54,0.39,0.43,0.49,0.41,0.29,0.22,0.03,0.39,0.03,0.74,0.69,0.66,0.68,0.86,0.7,0.61,0.57,0.57,0.5,0.47,0.39,0.45,0.34,0.6,0.38,0.52,0.69,0,0.03,0.81,0.46,0.28,0.35,0.44,0.44,0.82,0.19,0.18,0.19,0.26,0.3,0.33,0.29,0.76,0.45,0.21,0.01,0,0.49,0.55,0.49,0.41,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,0.08,NA,NA,NA,NA,NA,0.38
"723","55","55","FortAtkinsoncity",0,0.4,0,0.98,0.04,0.02,0.36,0.41,0.21,0.49,0,0,0.28,0.5,0.32,0.64,0.6,0.21,0.57,0.32,0.29,0.27,0,0.16,0.61,0.21,0.31,0.01,0.2,0.27,0.31,0.34,0.18,0.63,0.7,0.36,0.67,0.36,0.4,0.3,0.36,0.39,0.46,0.74,0.78,0.72,0.7,0.76,0.81,0,0.11,0,0.21,0.15,0.13,0.28,0.04,0.02,0.02,0.04,0.94,0.01,0.19,0.17,0.42,0.51,0.26,0.66,0.05,0.43,0.5,0,0.95,0.61,0.09,0.33,0.27,0.11,0.09,0.1,0.08,0.08,0.2,0.22,0.23,0.21,0.3,0.3,0.5,0,0,0.07,0.8,0.59,0.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.2,0,NA,NA,NA,NA,NA,0.03
"724","55",NA,"RiverFallscity",0,0.67,0.01,0.97,0.07,0.01,1,1,1,0.22,0,0,0.31,0.72,0.64,0.66,0.33,0.3,0.21,0.38,0.23,0.23,0.08,0.03,0.09,0.04,0.17,0.01,0.38,0.27,0.19,0.49,0.39,0.65,0.36,0.62,0.43,0.35,0.23,0.96,0.26,0.25,0.48,0.63,0.72,0.74,0.67,0.84,0.89,0,0.2,0,0.44,0.55,0.56,0.58,0.07,0.08,0.07,0.07,0.91,0.07,0.17,0.18,0.44,0.58,0.32,0.45,0.08,0.58,0,0,0.92,0.39,0,0.23,0.67,0.1,0,0.16,0.13,0.13,0.28,0.31,0.34,0.29,0.55,0.32,0.42,0,0,0.06,0.55,0.22,0.14,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.22,0.05,NA,NA,NA,NA,NA,0.04
"725","36","27","Beaconcity",0.01,0.52,0.29,0.68,0.04,0.26,0.34,0.47,0.27,0.42,0.02,1,0.35,0.49,0,0.41,0.53,0.33,0.59,0.37,0.29,0.31,0.25,0.36,0.22,0.3,0.33,0.01,0.3,0.44,0.51,0.24,0.46,0.42,0.53,0.33,0.43,0.32,0.43,0.57,0.48,0.47,0.55,0.51,0.52,0.67,0.41,0.51,0.49,0.02,0.59,0.01,0.2,0.39,0.4,0.41,0.1,0.17,0.16,0.15,0.72,0.17,0.32,0.29,0.5,0.54,0.46,0.52,0.19,0.5,0.5,0.02,0.76,0.51,0.34,0.62,0.08,0.42,0,0.31,0.28,0.25,0.3,0.39,0.45,0.38,0.53,0.68,0.72,0.03,0,0.2,0.81,0.61,0.66,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.23,NA,NA,NA,NA,NA,0.27
"726","34","7","Winslowtownship",0.03,0.67,0.45,0.61,0.07,0.05,0.38,0.5,0.25,0.24,0.03,0.68,0.47,0.71,0.27,0.38,0.34,0.2,0.35,0.42,0.3,0.31,0.32,0.31,0.46,0.22,0.29,0.02,0.18,0.27,0.41,0.27,0.32,0.58,0.28,0.51,0.4,0.44,0.38,0.42,0.46,0.44,0.65,0.72,0.68,0.83,0.57,0.56,0.62,0.02,0.34,0,0.19,0.27,0.35,0.3,0.03,0.04,0.05,0.04,0.9,0.07,0.33,0.35,0.66,0.68,0.49,0.83,0.1,0.33,0.5,0.04,0.71,0.81,0.37,0.83,0.79,0.13,0.22,0.23,0.22,0.22,0.37,0.4,0.48,0.45,0.66,0.61,0.96,0.07,0,0.07,0.51,0.58,0.57,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.04,0.34,NA,NA,NA,NA,NA,0.2
"727","25","27","Harvardtown",0,1,0.24,0.73,0.16,0.1,0.76,0.81,0.72,0.03,0,0,0.59,0.93,0.59,0.66,0.06,0.06,0.13,0.49,0.44,0.47,0.28,0.17,0.25,0.26,0.28,0,0.09,0.02,0.02,0.69,0.03,0.95,0.49,0.7,0.14,1,0.24,0.68,0.09,0.16,0.69,0.95,0.97,0.92,0.91,0.43,0.39,0,0.05,0,0.38,0.43,0.43,0.46,0.12,0.12,0.11,0.11,0.83,0.01,0.21,0.26,0.81,0.66,0.92,0.26,0.15,0.29,0.5,0.01,0.81,0.34,0.05,0.52,0.48,0.04,0.31,0.83,0.86,0.84,0.52,0.55,0.67,0.51,0.25,0.42,0.22,0,0,0.13,0.17,0.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0.75,NA,NA,NA,NA,NA,0
"728","53",NA,"Spokanecity",0.27,0.29,0.04,0.9,0.13,0.04,0.39,0.47,0.32,0.52,0.28,1,0.17,0.37,0.24,0.46,0.55,0.53,0.56,0.22,0.25,0.25,0.22,0.1,0.17,0.25,0.27,0.27,0.46,0.19,0.27,0.33,0.53,0.35,0.22,0.56,0.35,0.42,0.76,0.44,0.77,0.8,0.36,0.41,0.47,0.49,0.42,0.43,0.44,0.09,0.24,0.05,0.33,0.35,0.36,0.35,0.09,0.09,0.08,0.07,0.92,0.05,0.2,0.15,0.28,0.35,0.24,0.51,0.11,0.59,0,0.25,0.77,0.48,0.42,0.43,0.27,0.3,0.46,0.08,0.07,0.08,0.17,0.19,0.2,0.19,0.6,0.33,0.35,0.15,0.13,0.11,0.51,0.45,0.67,0.61,0.1,0.13,0.93,0.92,0.06,0.03,0.08,0.07,0.06,0.35,0.16,0.26,0.25,0.07,0.05,0.79,1,0.11,0.33
"729","54",NA,"Martinsburgcity",0.01,0.27,0.17,0.85,0.03,0.02,0.35,0.42,0.26,0.63,0,0,0.17,0.34,0.26,0.37,0.72,0.32,0.68,0.22,0.22,0.21,0.22,0.18,0.37,0,0.41,0.02,0.42,0.5,0.56,0.26,0.55,0.32,0.46,0.56,0.61,0.38,0.73,0.37,0.59,0.68,0.39,0.48,0.49,0.58,0.51,0.58,0.6,0.01,0.31,0,0.19,0.28,0.36,0.39,0.02,0.03,0.03,0.03,0.95,0.03,0.2,0.16,0.29,0.33,0.29,0.42,0.08,0.56,0,0.03,0.61,0.41,0.28,0.46,0.27,0.63,0.44,0.09,0.09,0.1,0.14,0.19,0.23,0.2,0.45,0.2,0.33,0.02,0,0.05,0.64,0.55,0.66,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.26,0.11,NA,NA,NA,NA,NA,0.16
"730","42","17","LowerMakefieldtownship",0.02,0.58,0.03,0.93,0.18,0.02,0.37,0.32,0.2,0.26,0.04,0.94,0.96,0.85,0.22,0.87,0.26,0.06,0.37,0.91,0.82,0.79,0.56,1,0.73,0.19,0.76,0,0.03,0.03,0.07,0.88,0.13,0.69,0.38,0.58,0.1,0.88,0.17,0.27,0.18,0.18,0.56,0.96,0.97,0.96,0.82,0.36,0.39,0,0.03,0.01,0.09,0.19,0.24,0.26,0.04,0.07,0.08,0.08,0.89,0.02,0.19,0.22,0.64,0.65,0.35,0.91,0.01,0.15,1,0.01,0.89,0.88,0.05,0.32,0.73,0.01,0.05,0.56,0.57,0.58,0.9,0.75,0.87,0.84,0.28,0.57,0.4,0,0,0.17,0.33,0.64,0.52,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.12,0.43,NA,NA,NA,NA,NA,0.01
"731","42","3","WestMifflinborough",0.02,0.33,0.15,0.89,0.01,0,0.3,0.34,0.22,0.71,0.04,1,0.25,0.29,0.08,0.57,0.79,0.34,1,0.27,0.26,0.26,0.2,0.09,0.07,0,0.66,0.02,0.25,0.21,0.38,0.16,0.47,0.31,0.24,0.57,0.38,0.32,0.31,0.35,0.31,0.32,0.35,0.61,0.65,0.54,0.64,0.59,0.52,0.01,0.18,0,0.1,0.07,0.11,0.09,0.01,0.01,0.01,0,0.9,0.03,0.07,0.08,0.37,0.38,0.28,0.81,0.03,0.45,0.5,0.01,0.9,0.79,0.17,0.57,0.31,0.06,0.16,0.08,0.07,0.06,0.02,0.09,0.18,0.1,0.46,0.32,0.49,0,0,0.03,1,1,1,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.14,0.45,NA,NA,NA,NA,NA,0.19
"732","34","3","Lyndhursttownship",0.01,0.39,0.01,0.95,0.16,0.08,0.3,0.41,0.26,0.66,0.03,1,0.48,0.51,0.12,0.6,0.71,0.2,0.66,0.49,0.43,0.42,0.49,0.47,0.29,0.52,0.64,0.01,0.09,0.42,0.52,0.23,0.25,0.49,0.42,0.22,0.4,0.39,0.27,0.44,0.27,0.28,0.46,0.75,0.75,0.84,0.67,0.24,0.4,0,0.08,0.01,0.21,0.25,0.26,0.26,0.17,0.17,0.17,0.15,0.71,0.15,0.2,0.19,0.43,0.51,0.3,0.61,0.09,0.54,0.5,0.03,0.7,0.56,0.03,0.56,0.17,0.01,0.26,0.5,0.46,0.4,0.51,0.53,0.6,0.53,0.28,0.47,0.5,0,0,0.33,0.75,0.95,0.8,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.33,0.47,NA,NA,NA,NA,NA,0.07
